Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00859,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Escalated,Medium,3 Days,2024-01-05,2024-01-12,7
INC00860,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2023-12-23,2023-12-30,7
INC00861,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2023-12-12,2023-12-19,7
INC00862,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2024-01-02,2024-01-07,5
INC00863,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Closed,Low,1 Week,2023-12-19,2023-12-28,9
INC00864,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Medium,3 Days,2024-01-03,2024-01-09,6
INC00865,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-20,2024-01-01,12
INC00866,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Medium,3 Days,2023-12-17,2023-12-21,4
INC00867,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,High,24 Hours,2024-01-01,2024-01-04,3
INC00868,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-16,2023-12-30,14
INC00869,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2023-12-10,2023-12-17,7
INC00870,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,High,24 Hours,2024-01-01,2024-01-04,3
INC00871,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-14,2023-12-19,5
INC00872,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,High,24 Hours,2023-12-29,2024-01-01,3
INC00873,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Medium,3 Days,2023-12-10,2023-12-15,5
INC00874,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Resolved,Low,1 Week,2024-01-09,2024-01-18,9
INC00875,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-21,2023-12-25,4
INC00876,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Escalated,High,24 Hours,2023-12-12,2023-12-15,3
INC00877,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Closed,High,24 Hours,2024-01-09,2024-01-13,4
INC00878,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Low,1 Week,2023-12-28,2024-01-07,10
INC00879,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2023-12-16,2023-12-28,12
INC00880,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Escalated,Low,1 Week,2023-12-29,2024-01-05,7
INC00881,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Medium,3 Days,2023-12-31,2024-01-04,4
INC00882,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Escalated,Critical,4 Hours,2024-01-08,2024-01-10,2
INC00883,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Pending,Low,1 Week,2024-01-05,2024-01-14,9
INC00884,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,Medium,3 Days,2024-01-01,2024-01-05,4
INC00885,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,High,24 Hours,2023-12-23,2023-12-27,4
INC00886,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Closed,High,24 Hours,2023-12-11,2023-12-14,3
INC00887,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Medium,3 Days,2023-12-27,2024-01-02,6
INC00888,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Escalated,High,24 Hours,2023-12-26,2023-12-30,4
INC00889,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Pending,Medium,3 Days,2023-12-21,2023-12-25,4
INC00890,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Escalated,Medium,3 Days,2023-12-30,2024-01-06,7
INC00891,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Resolved,Low,1 Week,2023-12-26,2024-01-03,8
INC00892,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-31,2024-01-04,4
INC00893,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Medium,3 Days,2023-12-30,2024-01-05,6
INC00894,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2024-01-09,2024-01-14,5
INC00895,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team C,Closed,Low,1 Week,2023-12-24,2024-01-02,9
INC00896,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team A,Resolved,High,24 Hours,2024-01-04,2024-01-06,2
INC00897,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Closed,Low,1 Week,2023-12-30,2024-01-08,9
INC00898,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,High,24 Hours,2023-12-12,2023-12-14,2
INC00899,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Pending,Medium,3 Days,2023-12-30,2024-01-04,5
INC00900,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Low,1 Week,2023-12-28,2024-01-09,12
INC00901,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Medium,3 Days,2023-12-27,2023-12-31,4
INC00902,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Closed,Medium,3 Days,2023-12-27,2024-01-02,6
INC00903,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Pending,Low,1 Week,2023-12-29,2024-01-06,8
INC00904,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Low,1 Week,2023-12-10,2023-12-24,14
INC00905,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2023-12-13,2023-12-15,2
INC00906,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Closed,Critical,4 Hours,2024-01-04,2024-01-06,2
INC00907,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Resolved,Medium,3 Days,2024-01-02,2024-01-07,5
INC00908,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-18,2024-01-01,14
