Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00447,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Closed,Medium,3 Days,2023-12-26,2024-01-02,7
INC00448,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Pending,Low,1 Week,2023-12-22,2023-12-23,1
INC00449,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,High,24 Hours,2023-12-18,2023-12-30,12
INC00450,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-19,2023-12-30,11
INC00451,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,Critical,4 Hours,2024-01-02,2024-01-12,10
INC00452,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Critical,4 Hours,2023-12-31,2024-01-15,15
INC00453,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,High,24 Hours,2023-12-23,2023-12-28,5
INC00454,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Medium,3 Days,2023-12-19,2023-12-25,6
INC00455,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Escalated,Critical,4 Hours,2023-12-27,2024-01-09,13
INC00456,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Closed,Medium,3 Days,2023-12-22,2024-01-05,14
INC00457,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Pending,Critical,4 Hours,2023-12-13,2023-12-20,7
INC00458,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Low,1 Week,2023-12-20,2023-12-20,0
INC00459,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Resolved,High,24 Hours,2024-01-04,2024-01-12,8
INC00460,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Pending,Medium,3 Days,2023-12-29,2024-01-10,12
INC00461,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Closed,Low,1 Week,2023-12-15,2023-12-17,2
INC00462,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Critical,4 Hours,2023-12-28,2024-01-01,4
INC00463,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team B,Pending,Critical,4 Hours,2023-12-10,2023-12-15,5
INC00464,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team C,Resolved,High,24 Hours,2024-01-07,2024-01-21,14
INC00465,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Closed,High,24 Hours,2023-12-23,2024-01-02,10
INC00466,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Resolved,Critical,4 Hours,2023-12-17,2023-12-29,12
INC00467,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Escalated,High,24 Hours,2023-12-10,2023-12-13,3
INC00468,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team D,Escalated,Medium,3 Days,2023-12-15,2023-12-15,0
INC00469,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Escalated,Low,1 Week,2023-12-15,2023-12-20,5
INC00470,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,Critical,4 Hours,2024-01-03,2024-01-09,6
INC00471,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,High,24 Hours,2023-12-27,2024-01-07,11
INC00472,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Low,1 Week,2023-12-14,2023-12-25,11
INC00473,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,Critical,4 Hours,2023-12-12,2023-12-24,12
INC00474,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,Critical,4 Hours,2023-12-20,2023-12-28,8
INC00475,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Critical,4 Hours,2024-01-03,2024-01-04,1
INC00476,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Closed,Low,1 Week,2023-12-20,2023-12-30,10
INC00477,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Medium,3 Days,2024-01-09,2024-01-21,12
INC00478,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Escalated,Medium,3 Days,2023-12-22,2023-12-23,1
INC00479,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team B,Resolved,Critical,4 Hours,2023-12-21,2023-12-22,1
INC00480,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,Medium,3 Days,2023-12-12,2023-12-19,7
INC00481,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,Critical,4 Hours,2023-12-16,2023-12-25,9
INC00482,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Resolved,Medium,3 Days,2024-01-08,2024-01-15,7
INC00483,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Pending,Low,1 Week,2024-01-04,2024-01-04,0
INC00484,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Medium,3 Days,2024-01-04,2024-01-06,2
INC00485,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,High,24 Hours,2023-12-26,2024-01-02,7
INC00486,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Closed,Critical,4 Hours,2023-12-20,2023-12-29,9
INC00487,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,Critical,4 Hours,2023-12-16,2023-12-16,0
INC00488,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Closed,Medium,3 Days,2023-12-14,2023-12-14,0
INC00489,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Escalated,Low,1 Week,2023-12-14,2023-12-26,12
INC00490,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Critical,4 Hours,2023-12-21,2024-01-04,14
INC00491,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Resolved,Medium,3 Days,2023-12-17,2023-12-28,11
INC00492,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Low,1 Week,2023-12-13,2023-12-22,9
INC00493,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Closed,Medium,3 Days,2023-12-11,2023-12-26,15
INC00494,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team B,Pending,Low,1 Week,2023-12-29,2024-01-04,6
INC00495,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Escalated,High,24 Hours,2023-12-10,2023-12-21,11
