Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC01398,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Resolved,High,24 Hours,2023-11-10,2023-11-11,1
INC01399,Email client crashes on startup,Please update your email client to the latest version.,Team B,Resolved,High,24 Hours,2023-11-14,2023-11-17,3
INC01400,Email client crashes on startup,Please update your email client to the latest version.,Team E,Escalated,High,24 Hours,2023-11-20,2023-11-23,3
INC01401,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Resolved,Critical,4 Hours,2023-11-13,2023-11-15,2
INC01402,Email client crashes on startup,Please update your email client to the latest version.,Team D,Reopened,High,24 Hours,2023-11-26,2023-11-28,2
INC01403,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Resolved,Low,1 Week,2023-11-27,2023-12-04,7
INC01404,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team D,Closed,High,24 Hours,2023-12-03,2023-12-04,1
INC01405,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2024-01-08,2024-01-10,2
INC01406,Email client crashes on startup,Please update your email client to the latest version.,Team B,Escalated,High,24 Hours,2023-12-31,2024-01-02,2
INC01407,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-12-05,2023-12-07,2
INC01408,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team C,Reopened,Medium,3 Days,2024-01-08,2024-01-13,5
INC01409,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Resolved,Critical,4 Hours,2023-12-27,2023-12-28,1
INC01410,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Reopened,Low,1 Week,2023-12-25,2023-12-26,1
INC01411,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Pending,Medium,3 Days,2024-01-01,2024-01-05,4
INC01412,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Resolved,Medium,3 Days,2023-11-10,2023-11-15,5
INC01413,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Pending,Critical,4 Hours,2023-12-18,2023-12-20,2
INC01414,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Escalated,High,24 Hours,2023-12-06,2023-12-07,1
INC01415,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team C,Pending,High,24 Hours,2023-12-01,2023-12-03,2
INC01416,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Pending,High,24 Hours,2023-11-17,2023-11-20,3
INC01417,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Resolved,High,24 Hours,2023-11-24,2023-11-27,3
INC01418,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Reopened,Critical,4 Hours,2023-11-22,2023-11-25,3
INC01419,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Closed,High,24 Hours,2023-11-12,2023-11-14,2
INC01420,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team C,Pending,Critical,4 Hours,2023-12-15,2023-12-16,1
INC01421,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Reopened,Critical,4 Hours,2023-12-21,2023-12-24,3
INC01422,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Reopened,Critical,4 Hours,2023-11-24,2023-11-26,2
INC01423,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Closed,Critical,4 Hours,2023-12-22,2023-12-24,2
INC01424,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Resolved,Medium,3 Days,2023-12-30,2024-01-06,7
INC01425,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Resolved,Low,1 Week,2023-11-22,2023-12-06,14
INC01426,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Closed,Critical,4 Hours,2024-01-03,2024-01-04,1
INC01427,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Closed,Low,1 Week,2023-12-28,2023-12-31,3
INC01428,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-11-16,2023-11-18,2
INC01429,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Closed,Medium,3 Days,2023-12-10,2023-12-17,7
INC01430,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team D,Escalated,Low,1 Week,2024-01-04,2024-01-07,3
INC01431,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Closed,Medium,3 Days,2023-12-06,2023-12-09,3
INC01432,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Escalated,Critical,4 Hours,2023-12-25,2023-12-26,1
INC01433,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Escalated,High,24 Hours,2023-11-30,2023-12-01,1
INC01434,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Escalated,High,24 Hours,2023-11-13,2023-11-16,3
INC01435,Email client crashes on startup,Please update your email client to the latest version.,Team D,Resolved,High,24 Hours,2023-11-29,2023-11-30,1
INC01436,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Closed,High,24 Hours,2023-11-19,2023-11-21,2
INC01437,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Reopened,Critical,4 Hours,2023-12-09,2023-12-12,3
INC01438,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Pending,Critical,4 Hours,2023-12-27,2023-12-28,1
INC01439,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Reopened,Critical,4 Hours,2023-12-18,2023-12-21,3
INC01440,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Reopened,Low,1 Week,2023-11-13,2023-11-15,2
INC01441,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Pending,Low,1 Week,2023-11-10,2023-11-13,3
INC01442,Email client crashes on startup,Please update your email client to the latest version.,Team F,Escalated,High,24 Hours,2023-12-21,2023-12-22,1
INC01443,Email client crashes on startup,Please update your email client to the latest version.,Team B,Resolved,High,24 Hours,2023-11-24,2023-11-25,1
INC01444,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Reopened,Low,1 Week,2023-12-06,2023-12-07,1
INC01445,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Pending,Critical,4 Hours,2023-12-15,2023-12-18,3
INC01446,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Reopened,High,24 Hours,2023-11-26,2023-11-29,3
INC01447,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Escalated,Medium,3 Days,2023-12-23,2023-12-26,3
INC01448,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Resolved,High,24 Hours,2023-12-30,2023-12-31,1
INC01449,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-12-12,2023-12-14,2
INC01450,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Pending,Medium,3 Days,2023-11-28,2023-12-02,4
INC01451,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Closed,Low,1 Week,2023-12-03,2023-12-10,7
INC01452,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Reopened,Medium,3 Days,2023-12-25,2023-12-28,3
INC01453,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Reopened,High,24 Hours,2023-11-22,2023-11-25,3
INC01454,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Pending,Critical,4 Hours,2023-11-18,2023-11-19,1
INC01455,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2023-11-17,2023-11-18,1
INC01456,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Reopened,Critical,4 Hours,2023-11-18,2023-11-20,2
INC01457,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team A,Reopened,Medium,3 Days,2023-12-28,2024-01-01,4
INC01458,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Closed,High,24 Hours,2023-11-14,2023-11-15,1
INC01459,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team A,Pending,High,24 Hours,2023-12-17,2023-12-18,1
INC01460,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team E,Reopened,Medium,3 Days,2023-12-12,2023-12-17,5
INC01461,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team D,Closed,Medium,3 Days,2023-12-03,2023-12-06,3
